Symbol,Sectors,#,Company,Weight,Price,Company Name,Market Cap,Revenue,Op. Income,Net Income,EPS,FCF
EXC,['Technology'],224,Exelon,"0,0008","44,76",Exelon Corporation,44530339792.0,23766000000.0,4745000000.0,2653000000.0,2.63,-1764000000.0
EXE,['Energy'],354,Expand Energy,"0,0004","94,79",Expand Energy Corporation,25188668045.0,8535000000.0,460000000.0,206000000.0,-0.05,1192000000.0
EXPD,['Industrials'],411,Expeditors International,"0,0003","120,06","Expeditors International of Washington, Inc.",16535944477.0,11273140000.0,1116222000.0,852821000.0,6.12,810153000.0
EXPE,['Technology'],320,Expedia Group,"0,0004","208,22","Expedia Group, Inc.",26341480236.0,14018000000.0,1393000000.0,1113000000.0,8.16,1997000000.0
EXR,['Public Services'],300,Extra Space Storage,"0,0005","136,75",Extra Space Storage Inc.,29679422426.0,3308315000.0,1445471000.0,976303000.0,4.61,919320000.0
F,['Industrials'],223,Ford Motor Company,"0,0008","11,38",Ford Motor Company,46947188734.0,185250000000.0,2941000000.0,3151000000.0,0.78,10130000000.0
FANG,['Energy'],242,Diamondback Energy,"0,0007","140,13","Diamondback Energy, Inc.",42916317290.0,14082000000.0,4934000000.0,3837000000.0,13.93,-8437000000.0
FAST,['Industrials'],188,Fastenal,"0,001","48,84",Fastenal Company,55889903248.0,7774400000.0,1562900000.0,1189200000.0,1.03,889200000.0
FCX,['Industrials'],168,Freeport-McMoRan,"0,001","42,33",Freeport-McMoRan Inc.,51328925291.0,25820000000.0,6916000000.0,1924000000.0,1.32,2157000000.0
FDS,['Technology'],432,FactSet,"0,0002","376,21",FactSet Research Systems Inc.,10952244360.0,2287034000.0,698840000.0,532920000.0,13.85,576522000.0
FDX,['Industrials'],192,FedEx,"0,0009","232,66",FedEx Corporation,56114927735.0,88591000000.0,5323000000.0,4122000000.0,17.07,3654000000.0
FE,['Public Services'],327,FirstEnergy,"0,0004","43,63",FirstEnergy Corp.,26231460585.0,14050000000.0,3989000000.0,1308000000.0,2.27,-983000000.0
FFIV,['Technology'],389,"F5, Inc,","0,0003","318,99","F5, Inc.",18662862118.0,3024656000.0,751321000.0,667183000.0,11.35,954924000.0
FI,['Finance'],148,Fiserv,"0,0013","133,82","Fiserv, Inc.",70427932401.0,21112000000.0,6361000000.0,3379000000.0,5.99,5157000000.0
FICO,['Technology'],286,Fair Isaac,"0,0005","1322,42",Fair Isaac Corporation,36456272660.0,1928927000.0,884872000.0,632623000.0,25.57,747911000.0
FIS,"['Technology', 'Finance']",251,Fidelity National Information Services,"0,0006","71,68","Fidelity National Information Services, Inc.",33557599786.0,10317000000.0,1739000000.0,112000000.0,0.19,1828000000.0
FITB,['Finance'],301,Fifth Third Bancorp,"0,0005","43,07",Fifth Third Bancorp,30069537268.0,7992000000.0,2954000000.0,2183000000.0,3.23,3767000000.0
FOX,['Public Services'],440,Fox Corporation (Class B),"0,0002","54,44",Fox Corporation,25157073850.0,16300000000.0,2879000000.0,2263000000.0,4.91,2993000000.0
FOXA,['Public Services'],444,Fox Corporation (Class A),"0,0002","59,82",Fox Corporation,27245100232.0,16300000000.0,2879000000.0,2263000000.0,4.91,2993000000.0
FRT,['Industrials'],494,Federal Realty Investment Trust,"0,0001","93,55",Federal Realty Investment Trust,8585204660.0,1235754000.0,446596000.0,338142000.0,3.94,165690000.0
FSLR,"['Technology', 'Energy']",381,First Solar,"0,0003","180,6","First Solar, Inc.",23596628173.0,4343437000.0,1361619000.0,1257475000.0,11.7,-942701000.0
FTNT,['Technology'],174,Fortinet,"0,001","77,44","Fortinet, Inc.",64611551903.0,6337900000.0,1956800000.0,1939600000.0,2.51,2032700000.0
FTV,['Technology'],412,Fortive,"0,0003","47,84",Fortive Corporation,16419462823.0,6147900000.0,1058400000.0,768900000.0,2.22,1438000000.0
GD,['Industrials'],126,General Dynamics,"0,0015","316,15",General Dynamics Corporation,88859260596.0,50273000000.0,5177000000.0,4086000000.0,14.89,4130000000.0
GDDY,['Technology'],377,GoDaddy,"0,0003","143,42",GoDaddy Inc.,19576691004.0,4752100000.0,1305400000.0,808500000.0,5.6,1453200000.0
GE,['Industrials'],29,GE Aerospace,"0,0049","270,87",General Electric Company,312808410377.0,41612000000.0,6925000000.0,7757000000.0,7.17,5544000000.0
GEHC,['Healthcare'],273,GE HealthCare,"0,0006","73,44",GE HealthCare Technologies Inc.,33082485201.0,19966000000.0,2757000000.0,2241000000.0,4.88,1565000000.0
GEN,['Technology'],380,Gen Digital,"0,0003","31,75",Gen Digital Inc.,17737030454.0,4227000000.0,1639000000.0,597000000.0,0.97,1358000000.0
GEV,['Technology'],64,GE Vernova,"0,0029","623,96",GE Vernova Inc.,164741761770.0,36615000000.0,655000000.0,1156000000.0,4.15,2754000000.0
GILD,['Healthcare'],73,Gilead Sciences,"0,0025","119,09","Gilead Sciences, Inc.",139094455284.0,28863000000.0,8050000000.0,6311000000.0,5.02,9369000000.0
GIS,['Industrials'],319,General Mills,"0,0005","49,67","General Mills, Inc.",27534552292.0,19156000000.0,4199100000.0,2919500000.0,5.29,2099800000.0
GL,['Finance'],461,Globe Life,"0,0002","137,97",Globe Life Inc.,11709871164.0,5883393000.0,1455715000.0,1065502000.0,12.51,1348336000.0
GLW,['Industrials'],184,"Corning Inc,","0,001","65,83",Corning Incorporated,67972694718.0,14206000000.0,1514000000.0,819000000.0,0.93,1274000000.0
GM,['Industrials'],196,General Motors,"0,0009","56,27",General Motors Company,58305244533.0,187601000000.0,10654000000.0,6530000000.0,6.54,8219000000.0
GNRC,['Industrials'],454,Generac,"0,0002","197,51",Generac Holdings Inc.,9873402275.0,4411654000.0,562065000.0,348824000.0,6.01,511592000.0
GOOG,['Technology'],8,"Alphabet Inc, (Class C)","0,0206","204,34",Alphabet Inc.,2989536347992.0,371399000000.0,121370000000.0,115573000000.0,9.37,66728000000.0
GOOGL,['Technology'],7,"Alphabet Inc, (Class A)","0,0219","203,36",Alphabet Inc.,2981795821806.0,371399000000.0,121370000000.0,115573000000.0,9.38,66728000000.0
GPC,['Industrials'],383,Genuine Parts Company,"0,0003","137,26",Genuine Parts Company,19151617961.0,23770865000.0,1175927000.0,808910000.0,5.81,319773000.0
GPN,['Industrials'],364,Global Payments,"0,0004","87,44",Global Payments Inc.,20456631178.0,9485784000.0,2202561000.0,1429672000.0,5.71,3122126000.0
GRMN,['Technology'],221,Garmin,"0,0008","235,58",Garmin Ltd.,46290943894.0,6758246000.0,1758675000.0,1568435000.0,8.1,1126820000.0
GS,['Finance'],36,Goldman Sachs,"0,0039","744,63","The Goldman Sachs Group, Inc.",242936703541.0,56213000000.0,19849000000.0,14759000000.0,45.33,-23721000000.0
GWW,['Industrials'],216,"W, W, Grainger","0,0008","977,21","W.W. Grainger, Inc.",45906039534.0,17481000000.0,2669000000.0,1922000000.0,39.41,1419000000.0
HAL,['Energy'],391,Halliburton,"0,0003","21,1",Halliburton Company,21408838781.0,22234000000.0,2961000000.0,1862000000.0,2.14,2353000000.0
HAS,['Technology'],459,Hasbro,"0,0002","80,43","Hasbro, Inc.",10600177699.0,4250800000.0,-227800000.0,-568300000.0,-4.06,500200000.0
HBAN,['Finance'],336,Huntington Bancshares,"0,0004","16,75",Huntington Bancshares Incorporated,25414275121.0,7255000000.0,2598000000.0,1988000000.0,1.35,1936000000.0
HCA,['Healthcare'],120,HCA Healthcare,"0,0016","393,14","HCA Healthcare, Inc.",98061995980.0,72698000000.0,11078000000.0,5971000000.0,23.79,7292000000.0
HD,"['Industrials', 'Public Services']",22,Home Depot (The),"0,0069","400,02","The Home Depot, Inc.",408198110068.0,165054000000.0,21601000000.0,14629000000.0,14.71,14230000000.0
HIG,['Finance'],256,Hartford (The),"0,0006","131,38","The Hartford Insurance Group, Inc.",37426759130.0,27427000000.0,4254000000.0,3224000000.0,11.03,5716000000.0
HII,['Industrials'],468,Huntington Ingalls Industries,"0,0002","267,84","Huntington Ingalls Industries, Inc.",10939110704.0,11569000000.0,516000000.0,525000000.0,13.36,681000000.0
HLT,['Industrials'],164,Hilton Worldwide,"0,0011","270,33",Hilton Worldwide Holdings Inc.,61561964848.0,11482000000.0,2426000000.0,1589000000.0,6.5,2147000000.0
HOLX,['Healthcare'],422,Hologic,"0,0003","68,01","Hologic, Inc.",14948799943.0,4038900000.0,707400000.0,557100000.0,2.4,916700000.0
HON,['Industrials'],81,Honeywell,"0,0024","218,05",Honeywell International Inc.,132179115243.0,39990000000.0,8327000000.0,5717000000.0,8.79,4991000000.0
HPE,['Technology'],304,Hewlett Packard Enterprise,"0,0005","21,32",Hewlett Packard Enterprise Company,31649455080.0,33075000000.0,769000000.0,1136000000.0,0.84,569000000.0
HPQ,['Technology'],325,"HP Inc,","0,0004","26,93",HP Inc.,24965886440.0,54711000000.0,3206000000.0,2640000000.0,2.74,2843000000.0
HRL,['Finance'],416,Hormel Foods,"0,0003","28,34",Hormel Foods Corporation,13592098937.0,12058590000.0,956459000.0,754530000.0,1.37,627870000.0
HSIC,"['Healthcare', 'Technology']",492,Henry Schein,"0,0001","67,91","Henry Schein, Inc.",8010990372.0,12773000000.0,638000000.0,389000000.0,3.11,334000000.0
HST,['Industrials'],464,Host Hotels & Resorts,"0,0002","15,98","Host Hotels & Resorts, Inc.",12066377509.0,5927000000.0,854000000.0,659000000.0,0.94,1099000000.0
HSY,['Industrials'],258,Hershey Company (The),"0,0006","180,57",The Hershey Company,38138049311.0,11295171000.0,2114343000.0,1529814000.0,7.53,1652654000.0
HUBB,"['Technology', 'Industrials']",348,Hubbell Incorporated,"0,0004","439,1",Hubbell Incorporated,22596194627.0,5626400000.0,1137200000.0,830300000.0,15.4,785300000.0
HUM,['Healthcare'],268,Humana,"0,0006","282,56",Humana Inc.,30663326004.0,123110000000.0,3297000000.0,1576000000.0,13.05,2446000000.0
HWM,['Industrials'],152,Howmet Aerospace,"0,0012","176,65",Howmet Aerospace Inc.,77863849094.0,7721000000.0,1881000000.0,1397000000.0,3.42,1018000000.0
IBM,['Technology'],40,IBM,"0,0038","237,65",International Business Machines Corporation,264840235693.0,64040000000.0,8077000000.0,5833000000.0,6.18,12257000000.0
ICE,['Finance'],103,Intercontinental Exchange,"0,0018","182,39","Intercontinental Exchange, Inc.",96012524550.0,12554000000.0,4698000000.0,3003000000.0,5.21,4078000000.0
IDXX,['Healthcare'],198,Idexx Laboratories,"0,0009","653,26","IDEXX Laboratories, Inc.",50580567641.0,4037715000.0,1255158000.0,985656000.0,12.01,774337000.0
IEX,['Industrials'],445,IDEX Corporation,"0,0002","166,61",IDEX Corporation,12147603273.0,3340800000.0,667200000.0,469400000.0,6.19,587000000.0
IFF,['Industrials'],403,International Flavors & Fragrances,"0,0003","65,69",International Flavors & Fragrances Inc.,15561751558.0,11303000000.0,-424000000.0,-393000000.0,-1.55,570000000.0
INCY,['Healthcare'],402,Incyte,"0,0003","86,37",Incyte Corporation,16149337192.0,4584996000.0,1183080000.0,870870000.0,4.33,958083000.0
INTC,['Technology'],109,Intel,"0,0017","22,68",Intel Corporation,155379357328.0,53070000000.0,-12122000000.0,-20504000000.0,-4.75,-10943000000.0
INTU,['Technology'],48,Intuit,"0,0034","710,86",Intuit Inc.,194678379300.0,18831000000.0,4923000000.0,3869000000.0,13.67,6083000000.0
INVH,['Finance'],387,Invitation Homes,"0,0003","30,3",Invitation Homes Inc.,17887579860.0,2675332000.0,939849000.0,545011000.0,0.88,505414000.0
IP,['Industrials'],324,International Paper,"0,0004","48,02",International Paper Company,23928148545.0,21934000000.0,59000000.0,-27000000.0,-0.1,62000000.0
IPG,['Technology'],483,Interpublic Group of Companies (The),"0,0002","25,88","The Interpublic Group of Companies, Inc.",9651119377.0,10345200000.0,902500000.0,441700000.0,1.18,839700000.0
IQV,"['Technology', 'Healthcare']",283,IQVIA,"0,0006","188,59",IQVIA Holdings Inc.,30525200000.0,15700000000.0,2178000000.0,1237000000.0,6.9,2010000000.0
IR,['Technology'],285,Ingersoll Rand,"0,0005","80,03",Ingersoll Rand Inc.,32710341985.0,7364300000.0,1114000000.0,522600000.0,1.28,1304400000.0
IRM,"['Industrials', 'Public Services']",313,Iron Mountain,"0,0005","91,48",Iron Mountain Incorporated,29809496349.0,6443114000.0,1047792000.0,41343000.0,0.14,-966113000.0
ISRG,"['Healthcare', 'Technology']",62,Intuitive Surgical,"0,0029","475,39","Intuitive Surgical, Inc.",158131156327.0,9145000000.0,2633700000.0,2607600000.0,7.18,1994300000.0
IT,['Technology'],388,Gartner,"0,0003","244,23","Gartner, Inc.",20001066102.0,6420009000.0,1168747000.0,1265344000.0,16.24,1511672000.0
ITW,['Industrials'],139,Illinois Tool Works,"0,0013","262,91",Illinois Tool Works Inc.,76093160000.0,15790000000.0,4102000000.0,3365000000.0,11.41,2738000000.0
IVZ,['Finance'],482,Invesco,"0,0002","21,26",Invesco Ltd.,10132296923.0,6153100000.0,903700000.0,29400000.0,0.93,1156300000.0
J,['Industrials'],395,Jacobs Solutions,"0,0003","148,44",Jacobs Solutions Inc.,17674662306.0,11835289000.0,848285000.0,492524000.0,4.01,420515000.0
JBHT,['Industrials'],434,"J,B, Hunt","0,0002","143,74","J.B. Hunt Transport Services, Inc.",13015631323.0,12064092000.0,807101000.0,553884000.0,5.5,797748000.0
JBL,['Technology'],347,Jabil,"0,0004","217,76",Jabil Inc.,23163697778.0,28514000000.0,1065000000.0,577000000.0,5.28,1232000000.0
JCI,['Industrials'],154,Johnson Controls,"0,0012","105,54",Johnson Controls International plc,70025785934.0,20082000000.0,2350000000.0,2231000000.0,3.36,2894000000.0
JKHY,['Technology'],453,Jack Henry & Associates,"0,0002","159,92","Jack Henry & Associates, Inc.",10885527491.0,2375288000.0,568715000.0,455748000.0,6.24,415704000.0
JNJ,['Healthcare'],21,Johnson & Johnson,"0,0073","175,13",Johnson & Johnson,432802578687.0,90627000000.0,21447000000.0,22661000000.0,9.35,18549000000.0
JPM,['Finance'],11,JPMorgan Chase,"0,0139","293,07",JPMorgan Chase & Co.,869087203095.0,175644000000.0,82941000000.0,55153000000.0,19.49,-148615000000.0
K,['Technology'],307,Kellanova,"0,0005","80,01",Kellanova,27097337448.0,12643000000.0,1855000000.0,1335000000.0,3.82,650000000.0
KDP,['Public Services'],213,Keurig Dr Pepper,"0,0008","34,67",Keurig Dr Pepper Inc.,34640099615.0,15759000000.0,2664000000.0,1536000000.0,1.12,1591000000.0
KEY,['Finance'],372,KeyCorp,"0,0003","18,28",KeyCorp,20713184199.0,4743000000.0,135000000.0,33000000.0,-0.08,1560000000.0
KEYS,['Technology'],303,Keysight Technologies,"0,0005","164,41","Keysight Technologies, Inc.",29790340325.0,5243000000.0,889000000.0,544000000.0,3.15,1415000000.0
KHC,['Industrials'],276,Kraft Heinz,"0,0006","27,76",The Kraft Heinz Company,30832759551.0,25310000000.0,-6919000000.0,-5271000000.0,-4.49,3494000000.0
KIM,"['Finance', 'Public Services']",430,Kimco Realty,"0,0002","21,16",Kimco Realty Corporation,14620758298.0,2094828000.0,723979000.0,563421000.0,0.83,474477000.0
KKR,['Finance'],86,KKR,"0,0022","146,16",KKR & Co. Inc.,119396038637.0,16249076000.0,236943000.0,2012568000.0,2.11,4567110000.0
KLAC,['Technology'],88,KLA Corporation,"0,0022","952,74",KLA Corporation,140444772690.0,12156162000.0,4946614000.0,4061643000.0,30.37,3741855000.0
KMB,['Industrials'],227,Kimberly-Clark,"0,0008","133,35",Kimberly-Clark Corporation,40553461822.0,18883000000.0,3063000000.0,2430000000.0,7.26,2102000000.0
KMI,['Energy'],173,Kinder Morgan,"0,001","26,73","Kinder Morgan, Inc.",62684809547.0,15969000000.0,4420000000.0,2724000000.0,1.22,2728000000.0
KMX,['Industrials'],488,CarMax,"0,0001","57,94","CarMax, Inc.",6732229920.0,26367719000.0,810740000.0,521066000.0,3.42,685593000.0
KO,['Public Services'],27,Coca-Cola Company (The),"0,0052","69,53",The Coca-Cola Company,282621828439.0,47062000000.0,13158000000.0,12183000000.0,2.82,-690000000.0
KR,['Industrials'],218,Kroger,"0,0008","69,02",The Kroger Co.,43378901880.0,147000000000.0,3925000000.0,2727000000.0,3.94,2316000000.0
KVUE,['Public Services'],240,Kenvue,"0,0007","21,21",Kenvue Inc.,31511129400.0,15141000000.0,2387000000.0,1418000000.0,0.75,1633000000.0
L,['Technology'],378,Loews Corporation,"0,0003","95,43",Loews Corporation,20804867419.0,18061000000.0,2205000000.0,1349000000.0,6.3,3071000000.0
LDOS,['Industrials'],351,Leidos,"0,0004","179,25","Leidos Holdings, Inc.",23722176687.0,17053000000.0,1999000000.0,1402000000.0,10.55,1339000000.0
LEN,['Industrials'],272,Lennar,"0,0006","129,65",Lennar Corporation,32447369185.0,35371977000.0,3974244000.0,3255863000.0,12.08,340101000.0
LH,['Healthcare'],356,LabCorp,"0,0004","271,11",Labcorp Holdings Inc.,23318691000.0,13483800000.0,1191100000.0,763400000.0,9.07,1261800000.0
LHX,['Technology'],202,L3Harris,"0,0009","271,09","L3Harris Technologies, Inc.",54923548901.0,21373000000.0,2160000000.0,1697000000.0,8.95,2165000000.0
LII,['Industrials'],366,Lennox International,"0,0004","599,91",Lennox International Inc.,18332767225.0,5416600000.0,1047700000.0,834600000.0,23.39,682400000.0
LIN,['Technology'],38,Linde plc,"0,0039","477,08",Linde plc,222455371076.0,33245000000.0,8736000000.0,6714000000.0,14.07,5069000000.0
LKQ,['Industrials'],493,LKQ Corporation,"0,0001","31,58",LKQ Corporation,7795983718.0,14046000000.0,1180000000.0,708000000.0,2.74,676000000.0
LLY,['Healthcare'],15,Lilly (Eli),"0,0106","683,54",Eli Lilly and Company,651619849802.0,53258100000.0,16859600000.0,13799900000.0,15.3,4884900000.0
LMT,['Industrials'],106,Lockheed Martin,"0,0018","436,04",Lockheed Martin Corporation,113800206897.0,71844000000.0,5864000000.0,4204000000.0,17.8,3329000000.0
LNT,['Public Services'],405,Alliant Energy,"0,0003","64,81",Alliant Energy Corporation,16977941830.0,4146000000.0,1014000000.0,832000000.0,3.25,-1061000000.0
LOW,"['Industrials', 'Public Services']",77,Lowe's,"0,0024","253,1","Lowe's Companies, Inc.",144197900069.0,83613000000.0,10329000000.0,6858000000.0,12.19,7778000000.0
LRCX,"['Technology', 'Industrials']",83,Lam Research,"0,0023","107,39",Lam Research Corporation,162430833559.0,18435591000.0,5900968000.0,5358217000.0,4.15,5414078000.0
LULU,['Industrials'],346,Lululemon Athletica,"0,0004","195,03",lululemon athletica inc.,20004422857.0,10904036000.0,2495268000.0,1785750000.0,14.66,1168145000.0
LUV,['Industrials'],414,Southwest Airlines,"0,0003","30,62",Southwest Airlines Co.,17084356174.0,27472000000.0,318000000.0,392000000.0,0.66,-263000000.0
LVS,['Industrials'],254,Las Vegas Sands,"0,0006","54,03",Las Vegas Sands Corp.,37075359260.0,11615000000.0,2471000000.0,1412000000.0,1.98,629000000.0
LW,['Industrials'],496,Lamb Weston,"0,0001","54,5","Lamb Weston Holdings, Inc.",7695167859.0,6451300000.0,665100000.0,357200000.0,2.5,230100000.0
LYB,['Industrials'],400,LyondellBasell,"0,0003","53,19",LyondellBasell Industries N.V.,15905514814.0,35154000000.0,542000000.0,255000000.0,0.78,463000000.0
LYV,"['Entertainment', 'Public Services']",250,Live Nation Entertainment,"0,0006","162,02","Live Nation Entertainment, Inc.",37526637825.0,23721438000.0,968248000.0,547869000.0,2.31,1080991000.0
MA,['Finance'],16,Mastercard,"0,0091","581,95",Mastercard Incorporated,507076552822.0,30241000000.0,16868000000.0,13586000000.0,14.83,15867000000.0
MAA,['Finance'],409,Mid-America Apartment Communities,"0,0003","139,97","Mid-America Apartment Communities, Inc.",16339618731.0,2200155000.0,636044000.0,567953000.0,4.86,355878000.0
MAR,['Industrials'],151,Marriott International,"0,0012","267,22","Marriott International, Inc.",71721875642.0,25691000000.0,3880000000.0,2467000000.0,8.88,1682000000.0
MAS,['Industrials'],417,Masco,"0,0003","73,47",Masco Corporation,14747574520.0,7663000000.0,1346000000.0,805000000.0,3.77,871000000.0
MCD,['Industrials'],41,McDonald's,"0,0038","308,27",McDonald's Corporation,217820617434.0,26060000000.0,11938000000.0,8392000000.0,11.67,7013000000.0
MCHP,['Technology'],262,Microchip Technology,"0,0006","65,26",Microchip Technology Incorporated,34766164148.0,4235800000.0,109300000.0,-178400000.0,-0.34,725600000.0
MCK,['Healthcare'],129,McKesson Corporation,"0,0014","672,79",McKesson Corporation,94600550096.0,377595000000.0,4429000000.0,3164000000.0,24.99,5666000000.0
MCO,['Finance'],119,Moody's Corporation,"0,0016","523,03",Moody's Corporation,85507438987.0,7307000000.0,2963000000.0,2132000000.0,11.77,2371000000.0
MDLZ,['Industrials'],133,Mondelez International,"0,0014","61,65","Mondelez International, Inc.",81984381304.0,37105000000.0,4616000000.0,3641000000.0,2.73,2864000000.0
MDT,"['Healthcare', 'Technology']",92,Medtronic,"0,002","91,93",Medtronic plc,120853769183.0,34200000000.0,6120000000.0,4660000000.0,3.63,5303000000.0
MET,['Finance'],201,MetLife,"0,0009","77,84","MetLife, Inc.",54279426527.0,73015000000.0,5709000000.0,4091000000.0,5.89,15229000000.0
META,['Technology'],5,Meta Platforms,"0,0339","783,78","Meta Platforms, Inc.",1868445063231.0,178804000000.0,78710000000.0,71507000000.0,27.58,50137000000.0
MGM,['Industrials'],477,MGM Resorts,"0,0002","36,15",MGM Resorts International,9690001095.0,17211652000.0,1414425000.0,539515000.0,1.82,1306774000.0
MHK,['Industrials'],495,Mohawk Industries,"0,0001","128,66","Mohawk Industries, Inc.",7989542435.0,10684100000.0,618800000.0,474300000.0,7.52,481100000.0
MKC,['Industrials'],385,McCormick & Company,"0,0003","70,13","McCormick & Company, Incorporated",17640343697.0,6742800000.0,1063700000.0,702400000.0,2.87,551800000.0
MKTX,"['Finance', 'Technology']",500,MarketAxess,"0,0001","187,9",MarketAxess Holdings Inc.,6730710068.0,837157000.0,347277000.0,222842000.0,5.94,351789000.0
MLM,['Industrials'],257,Martin Marietta Materials,"0,0006","610,1","Martin Marietta Materials, Inc.",37012206281.0,6684000000.0,1540000000.0,1101000000.0,18.08,963000000.0
MMC,['Finance'],107,Marsh McLennan,"0,0018","206,98","Marsh & McLennan Companies, Inc.",98108494021.0,25799000000.0,6084000000.0,4127000000.0,8.34,4654000000.0
MMM,['Industrials'],128,3M,"0,0014","157,85",3M Company,81391144763.0,24602000000.0,4787000000.0,3939000000.0,7.2,-1954000000.0
MNST,['Industrials'],166,Monster Beverage,"0,0011","63,82",Monster Beverage Corporation,63799817869.0,7659165000.0,2062507000.0,1573417000.0,1.61,1807613000.0
MO,['Industrials'],97,Altria,"0,0019","65,63","Altria Group, Inc.",110385634522.0,23594000000.0,11052000000.0,8787000000.0,5.17,8728000000.0
MOH,['Healthcare'],489,Molina Healthcare,"0,0001","159,02","Molina Healthcare, Inc.",10405316000.0,43413000000.0,1653000000.0,1130000000.0,20.3,427000000.0
MOS,['Industrials'],474,Mosaic Company (The),"0,0002","32,07",The Mosaic Company,11209802474.0,11253400000.0,798200000.0,940000000.0,2.95,4300000.0
MPC,['Energy'],206,Marathon Petroleum,"0,0008","161,63",Marathon Petroleum Corporation,60405795195.0,134790000000.0,5374000000.0,2135000000.0,6.84,3698000000.0
MPWR,['Technology'],244,Monolithic Power Systems,"0,0007","841,7","Monolithic Power Systems, Inc.",42506544600.0,2543912000.0,660852000.0,1861310000.0,38.22,706303000.0
MRK,['Healthcare'],45,"Merck & Co,","0,0036","82,56","Merck & Co., Inc.",196225849056.0,63616000000.0,19085000000.0,16406000000.0,6.49,14722000000.0
MRNA,['Healthcare'],472,Moderna,"0,0002","26,63","Moderna, Inc.",9528563249.0,3078000000.0,-3273000000.0,-2903000000.0,-7.53,-3500000000.0
MS,['Finance'],35,Morgan Stanley,"0,0041","148,16",Morgan Stanley,255589317893.0,66137000000.0,19818000000.0,14141000000.0,8.83,-20941000000.0
MSCI,['Finance'],229,MSCI,"0,0008","566,28",MSCI Inc.,43743851174.0,2986719000.0,1608785000.0,1178666000.0,15.1,1359137000.0
MSFT,['Technology'],2,Microsoft,"0,0667","520,99",Microsoft Corporation,3801767276203.0,281724000000.0,128528000000.0,101832000000.0,13.64,71611000000.0
MSI,"['Technology', 'Industrials']",138,Motorola Solutions,"0,0013","461,96","Motorola Solutions, Inc.",76058009689.0,11094000000.0,2799000000.0,2116000000.0,12.43,2384000000.0
MTB,['Finance'],295,M&T Bank,"0,0005","193,74",M&T Bank Corporation,31275735901.0,8904000000.0,4150000000.0,2544000000.0,15.44,2961000000.0
MTCH,['Technology'],484,Match Group,"0,0002","38,83","Match Group, Inc.",8720146607.0,3450576000.0,800562000.0,537812000.0,2.03,907640000.0
MTD,['Finance'],314,Mettler Toledo,"0,0005","1310,26",Mettler-Toledo International Inc.,24810101747.0,3866627000.0,1089408000.0,829752000.0,39.44,848802000.0
MU,['Technology'],79,Micron Technology,"0,0024","124,8","Micron Technology, Inc.",176004804634.0,33813000000.0,7638000000.0,6225000000.0,5.56,1881000000.0
NCLH,['Industrials'],463,Norwegian Cruise Line Holdings,"0,0002","24,34",Norwegian Cruise Line Holdings Ltd.,11321218163.0,9560994000.0,1530729000.0,719165000.0,1.45,-504477000.0
NDAQ,"['Finance', 'Technology']",194,"Nasdaq, Inc,","0,0009","95,42","Nasdaq, Inc.",50212821627.0,8112000000.0,2080000000.0,1508000000.0,2.6,2134000000.0
NDSN,['Industrials'],449,Nordson Corporation,"0,0002","216,71",Nordson Corporation,12755846185.0,2784349000.0,676356000.0,455008000.0,7.96,543336000.0
NEE,['Energy'],71,NextEra Energy,"0,0026","71,93","NextEra Energy, Inc.",156197342800.0,25899000000.0,7964000000.0,5916000000.0,2.86,3735000000.0
NEM,['Energy'],145,Newmont,"0,0013","68,43",Newmont Corporation,93642839056.0,20584000000.0,8405000000.0,6277000000.0,5.56,8557000000.0
NFLX,['Technology'],17,Netflix,"0,009","1234,48","Netflix, Inc.",514420083731.0,41693183000.0,12303936000.0,10247880000.0,23.47,8500749000.0
NI,['Public Services'],373,NiSource,"0,0003","42,47",NiSource Inc.,20044297733.0,6130300000.0,1657400000.0,886600000.0,1.89,-1294800000.0
NKE,['Industrials'],96,"Nike, Inc,","0,0019","76,19","NIKE, Inc.",102365361311.0,46309000000.0,3702000000.0,3219000000.0,2.16,3268000000.0
NOC,['Industrials'],130,Northrop Grumman,"0,0014","583,32",Northrop Grumman Corporation,85125146459.0,40501000000.0,3976000000.0,3945000000.0,27.12,1308000000.0
NOW,['Technology'],56,ServiceNow,"0,003","849,47","ServiceNow, Inc.",194238442944.0,12057000000.0,1601000000.0,1661000000.0,7.95,3849000000.0
NRG,['Energy'],296,NRG Energy,"0,0005","155,1","NRG Energy, Inc.",32606630293.0,29367000000.0,1276000000.0,455000000.0,2.17,1394000000.0
NSC,['Industrials'],165,Norfolk Southern Railway,"0,0011","280,37",Norfolk Southern Corporation,66743162789.0,12178000000.0,5048000000.0,3350000000.0,14.8,2578000000.0
NTAP,['Technology'],359,NetApp,"0,0004","109,46","NetApp, Inc.",23930252114.0,6590000000.0,1364000000.0,1171000000.0,5.65,1658000000.0
NTRS,['Finance'],337,Northern Trust,"0,0004","127,96",Northern Trust Corporation,25493169914.0,7851000000.0,2281500000.0,1691800000.0,8.51,1759200000.0
NUE,['Industrials'],275,Nucor,"0,0006","143,47",Nucor Corporation,31705731294.0,30805745000.0,1980390000.0,1295942000.0,5.56,-338227000.0
NVDA,['Technology'],1,Nvidia,"0,0765","181,99",NVIDIA Corporation,4338391930000.0,165218000000.0,95981000000.0,86597000000.0,3.52,72023000000.0
NVR,['Industrials'],353,"NVR, Inc,","0,0004","8191,16","NVR, Inc.",23052472044.0,10357069000.0,1970254000.0,1520068000.0,473.36,1210077000.0
